scenario,year,t,restrict_share,fragment_share,open_share,tau,mu,access,q_star_gwh,q_real_gwh,eta,gap_gwh
open_steps,2024.64,1.6400000000000001,0.1590600204655771,0.11134607846822756,0.8409399795344229,0.12,0.08,0.1,1066.8408181141099,937.1057718594043,0.8783932485035185,129.7350462547056
open_steps,2024.65,1.6500000000000001,0.15890624247497198,0.11093238965425473,0.841093757525028,0.12,0.08,0.1,1069.1355842504047,939.2580186049471,0.8785209588393621,129.8775656454576
open_steps,2024.66,1.6600000000000001,0.15875227488613472,0.11052009682941491,0.8412477251138653,0.12,0.08,0.1,1071.4352864104537,941.4149352541052,0.8786484328027448,130.0203511563485
open_steps,2024.67,1.67,0.15859811975614488,0.11010919704001407,0.8414018802438551,0.12,0.08,0.1,1073.7399352116051,943.57653139693,0.8787756703963671,130.16340381467512
open_steps,2024.68,1.68,0.15844377913571434,0.10969968732668266,0.8415562208642857,0.12,0.08,0.1,1076.0495412940445,945.7428166450998,0.8789026716258441,130.30672464894474
open_steps,2024.69,1.69,0.15828925506917318,0.10929156472447307,0.8417107449308268,0.12,0.08,0.1,1078.3641153208446,947.9138006319725,0.8790294364996936,130.45031468887203
open_steps,2024.7,1.7,0.15813454959445591,0.10888482626295674,0.8418654504055441,0.12,0.08,0.1,1080.6836679780142,950.0894930126416,0.8791559650293248,130.59417496537264
open_steps,2024.71,1.71,0.15797966474308775,0.1084794689663208,0.8420203352569122,0.12,0.08,0.1,1083.0082099745482,952.2699034639874,0.8792822572290256,130.73830651056085
open_steps,2024.72,1.72,0.15782460254017147,0.10807548985346434,0.8421753974598285,0.12,0.08,0.1,1085.3377520424754,954.4550416847322,0.8794083131159516,130.88271035774312
open_steps,2024.73,1.73,0.15766936500437442,0.10767288593809425,0.8423306349956255,0.12,0.08,0.1,1087.67230493691,956.6449173954948,0.879534132710113,131.02738754141524
open_steps,2024.74,1.74,0.15751395414791589,0.10727165422882072,0.8424860458520841,0.12,0.08,0.1,1090.0118794361001,958.8395403388431,0.8796597160343639,131.172339097257
open_steps,2024.75,1.75,0.15735837197655467,0.10687179172925221,0.8426416280234453,0.12,0.08,0.1,1092.3564863414776,961.0389202793491,0.879785063114389,131.31756606212855
open_steps,2024.76,1.76,0.157202620489577,0.1064732954380901,0.842797379510423,0.12,0.08,0.1,1094.7061364777085,963.2430670036432,0.8799101739786929,131.46306947406526
open_steps,2024.77,1.77,0.1570467016797848,0.10607616234922292,0.8429532983202153,0.12,0.08,0.1,1097.060840692742,965.4519903204666,0.8800350486585862,131.60885037227536
open_steps,2024.78,1.78,0.15689061753348413,0.10568038945182012,0.8431093824665159,0.12,0.08,0.1,1099.4206098578616,967.6657000607282,0.8801596871881752,131.75490979713334
open_steps,2024.79,1.79,0.15673437003047405,0.1052859737304255,0.8432656299695259,0.12,0.08,0.1,1101.7854548677349,969.8842060775571,0.8802840896043486,131.90124879017776
open_steps,2024.8,1.8,0.15657796114403563,0.1048929121650501,0.8434220388559643,0.12,0.08,0.1,1104.1553866404638,972.1075182463574,0.8804082559467655,132.04786839410644
open_steps,2024.81,1.81,0.1564213928409213,0.10450120173126483,0.8435786071590787,0.12,0.08,0.1,1106.5304161176343,974.3356464648617,0.8805321862578434,132.1947696527726
open_steps,2024.82,1.82,0.1562646670813445,0.10411083940029252,0.8437353329186554,0.12,0.08,0.1,1108.910554264369,976.5686006531884,0.8806558805827456,132.34195361118066
open_steps,2024.83,1.83,0.1561077858189697,0.10372182213909968,0.8438922141810303,0.12,0.08,0.1,1111.295812069375,978.8063907538921,0.8807793389693689,132.4894213154829
open_steps,2024.84,1.84,0.15595075100090244,0.1033341469104878,0.8440492489990976,0.12,0.08,0.1,1113.6862005449968,981.049026732022,0.8809025614683318,132.63717381297488
open_steps,2024.85,1.85,0.15579356456767995,0.10294781067318415,0.84420643543232,0.12,0.08,0.1,1116.0817307272666,983.2965185751739,0.881025548132961,132.78521215209275
open_steps,2024.86,1.86,0.15563622845326183,0.1025628103819323,0.8443637715467381,0.12,0.08,0.1,1118.482413675954,985.5488762935458,0.8811482990192804,132.93353738240808
open_steps,2024.87,1.87,0.15547874458502112,0.10217914298758206,0.8445212554149789,0.12,0.08,0.1,1120.8882604746186,987.8061099199937,0.8812708141859976,133.08215055462495
open_steps,2024.88,1.8800000000000001,0.15532111488373557,0.10179680543717916,0.8446788851162644,0.12,0.08,0.1,1123.2992822306612,990.0682295100844,0.8813930936944916,133.23105272057683
open_steps,2024.89,1.8900000000000001,0.15516334126357928,0.10141579467405432,0.8448366587364207,0.12,0.08,0.1,1125.715490075374,992.3352451421516,0.8815151376088005,133.38024493322234
